## SLURM PROLOG ###############################################################
##    Job ID : 8516923
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2105
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:42:08 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=1687808 - 1703168, avg episodic return=2.60
timesteps=1704192 - 1719552, avg episodic return=2.85
timesteps=1709312 - 1719552, avg episodic return=3.30
timesteps=1704192 - 1719552, avg episodic return=1.85
timesteps=1720576 - 1725696, avg episodic return=2.60
timesteps=1720576 - 1735936, avg episodic return=2.77
timesteps=1720576 - 1735936, avg episodic return=2.10
timesteps=1742080 - 1752320, avg episodic return=3.77
timesteps=1742080 - 1742080, avg episodic return=3.10
timesteps=1747200 - 1752320, avg episodic return=3.60
timesteps=1758464 - 1768704, avg episodic return=2.35
timesteps=1753344 - 1763584, avg episodic return=2.35
timesteps=1753344 - 1763584, avg episodic return=3.53
timesteps=1774848 - 1785088, avg episodic return=2.90
timesteps=1769728 - 1779968, avg episodic return=3.43
timesteps=1769728 - 1785088, avg episodic return=3.10
timesteps=1791232 - 1801472, avg episodic return=2.85
timesteps=1786112 - 1796352, avg episodic return=3.70
timesteps=1786112 - 1801472, avg episodic return=3.77
timesteps=1807616 - 1817856, avg episodic return=2.50
timesteps=1802496 - 1817856, avg episodic return=2.98
timesteps=1807616 - 1807616, avg episodic return=1.10
timesteps=1829120 - 1834240, avg episodic return=4.60
timesteps=1818880 - 1834240, avg episodic return=3.60
timesteps=1824000 - 1829120, avg episodic return=3.70
timesteps=1835264 - 1840384, avg episodic return=2.24
timesteps=1835264 - 1845504, avg episodic return=2.35
timesteps=1840384 - 1850624, avg episodic return=2.43
timesteps=1851648 - 1856768, avg episodic return=2.85
timesteps=1851648 - 1867008, avg episodic return=2.72
timesteps=1856768 - 1867008, avg episodic return=3.85
timesteps=1878272 - 1878272, avg episodic return=2.60
timesteps=1868032 - 1878272, avg episodic return=3.10
timesteps=1868032 - 1878272, avg episodic return=2.60
timesteps=1884416 - 1894656, avg episodic return=2.60
timesteps=1884416 - 1899776, avg episodic return=3.60
timesteps=1884416 - 1884416, avg episodic return=3.10
timesteps=1900800 - 1911040, avg episodic return=2.50
timesteps=1900800 - 1911040, avg episodic return=3.10
timesteps=1911040 - 1916160, avg episodic return=3.60
timesteps=1917184 - 1932544, avg episodic return=3.60
timesteps=1927424 - 1927424, avg episodic return=1.10
timesteps=1917184 - 1932544, avg episodic return=4.27
timesteps=1933568 - 1948928, avg episodic return=3.10
timesteps=1938688 - 1943808, avg episodic return=3.10
timesteps=1933568 - 1948928, avg episodic return=3.35
timesteps=1960192 - 1960192, avg episodic return=2.60
timesteps=1955072 - 1960192, avg episodic return=4.10
timesteps=1949952 - 1949952, avg episodic return=6.10
timesteps=1976576 - 1981696, avg episodic return=3.60
timesteps=1966336 - 1981696, avg episodic return=3.43
timesteps=1966336 - 1976576, avg episodic return=2.70
timesteps=1987840 - 1998080, avg episodic return=3.27
timesteps=1998080 - 1998080, avg episodic return=1.60
timesteps=1998080 - 1998080, avg episodic return=4.10
timesteps=1999104 - 2014464, avg episodic return=2.77
timesteps=1999104 - 2014464, avg episodic return=2.10
timesteps=2004224 - 2009344, avg episodic return=2.77
timesteps=2020608 - 2030848, avg episodic return=2.43
timesteps=2020608 - 2025728, avg episodic return=3.10
timesteps=2015488 - 2020608, avg episodic return=3.60
timesteps=2036992 - 2042112, avg episodic return=4.77
timesteps=2047232 - 2047232, avg episodic return=3.10
timesteps=2031872 - 2047232, avg episodic return=3.90
timesteps=2053376 - 2053376, avg episodic return=2.10
timesteps=2048256 - 2058496, avg episodic return=3.10
timesteps=2048256 - 2053376, avg episodic return=4.10
timesteps=2064640 - 2069760, avg episodic return=3.10
timesteps=2064640 - 2074880, avg episodic return=3.85
timesteps=2064640 - 2080000, avg episodic return=3.93
timesteps=2081024 - 2091264, avg episodic return=2.77
timesteps=2086144 - 2096384, avg episodic return=3.50
timesteps=2081024 - 2086144, avg episodic return=3.77
timesteps=2107648 - 2112768, avg episodic return=2.90
timesteps=2097408 - 2112768, avg episodic return=2.60
timesteps=2097408 - 2112768, avg episodic return=4.10
timesteps=2113792 - 2129152, avg episodic return=3.67
timesteps=2113792 - 2124032, avg episodic return=3.10
timesteps=2113792 - 2129152, avg episodic return=3.60
timesteps=2130176 - 2145536, avg episodic return=4.77
timesteps=2130176 - 2145536, avg episodic return=2.90
timesteps=2145536 - 2145536, avg episodic return=5.10
timesteps=2161920 - 2161920, avg episodic return=5.10
timesteps=2146560 - 2146560, avg episodic return=2.10
timesteps=2146560 - 2151680, avg episodic return=3.60
timesteps=2162944 - 2178304, avg episodic return=3.10
timesteps=2162944 - 2168064, avg episodic return=4.10
timesteps=2162944 - 2178304, avg episodic return=2.77
timesteps=2179328 - 2179328, avg episodic return=3.10
timesteps=2179328 - 2194688, avg episodic return=2.60
timesteps=2184448 - 2184448, avg episodic return=3.10
timesteps=2195712 - 2211072, avg episodic return=4.30
timesteps=2195712 - 2211072, avg episodic return=2.27
timesteps=2195712 - 2200832, avg episodic return=3.60
timesteps=2212096 - 2222336, avg episodic return=3.10
timesteps=2217216 - 2227456, avg episodic return=2.93
timesteps=2212096 - 2227456, avg episodic return=3.43
timesteps=2233600 - 2243840, avg episodic return=4.60
timesteps=2228480 - 2238720, avg episodic return=3.60
timesteps=2233600 - 2233600, avg episodic return=5.10
timesteps=2244864 - 2244864, avg episodic return=5.10
timesteps=2244864 - 2249984, avg episodic return=3.10
timesteps=2244864 - 2255104, avg episodic return=3.93
timesteps=2266368 - 2276608, avg episodic return=4.27
timesteps=2266368 - 2271488, avg episodic return=2.90
timesteps=2261248 - 2276608, avg episodic return=2.77
timesteps=2277632 - 2292992, avg episodic return=4.85
timesteps=2277632 - 2292992, avg episodic return=3.70
timesteps=2282752 - 2287872, avg episodic return=4.60
timesteps=2294016 - 2294016, avg episodic return=3.10
timesteps=2294016 - 2304256, avg episodic return=3.10
timesteps=2294016 - 2309376, avg episodic return=4.10
timesteps=2310400 - 2325760, avg episodic return=4.10
timesteps=2310400 - 2325760, avg episodic return=4.10
timesteps=2315520 - 2320640, avg episodic return=4.10
timesteps=2326784 - 2342144, avg episodic return=4.93
timesteps=2326784 - 2342144, avg episodic return=3.35
timesteps=2337024 - 2342144, avg episodic return=4.10
timesteps=2343168 - 2358528, avg episodic return=4.39
timesteps=2343168 - 2353408, avg episodic return=2.10
timesteps=2348288 - 2358528, avg episodic return=3.53
timesteps=2359552 - 2374912, avg episodic return=3.93
timesteps=2369792 - 2369792, avg episodic return=3.10
timesteps=2364672 - 2374912, avg episodic return=3.60
timesteps=2381056 - 2391296, avg episodic return=3.85
timesteps=2375936 - 2391296, avg episodic return=3.43
timesteps=2375936 - 2391296, avg episodic return=3.24
timesteps=2392320 - 2407680, avg episodic return=4.77
timesteps=2397440 - 2407680, avg episodic return=3.24
timesteps=2392320 - 2402560, avg episodic return=3.39
timesteps=2408704 - 2424064, avg episodic return=3.77
timesteps=2413824 - 2418944, avg episodic return=2.10
timesteps=2413824 - 2424064, avg episodic return=3.10
timesteps=2425088 - 2440448, avg episodic return=4.27
timesteps=2430208 - 2440448, avg episodic return=4.10
timesteps=2430208 - 2435328, avg episodic return=4.60
timesteps=2446592 - 2456832, avg episodic return=4.10
timesteps=2446592 - 2456832, avg episodic return=1.60
timesteps=2451712 - 2451712, avg episodic return=3.77
timesteps=2457856 - 2468096, avg episodic return=3.60
timesteps=2457856 - 2457856, avg episodic return=2.60
timesteps=2479360 - 2489600, avg episodic return=4.10
timesteps=2474240 - 2484480, avg episodic return=2.90
timesteps=2474240 - 2489600, avg episodic return=3.98
timesteps=2490624 - 2505984, avg episodic return=4.30
timesteps=2505984 - 2505984, avg episodic return=3.10
timesteps=2500864 - 2500864, avg episodic return=3.10
timesteps=2512128 - 2522368, avg episodic return=3.50
timesteps=2512128 - 2522368, avg episodic return=4.10
timesteps=2507008 - 2522368, avg episodic return=4.10
timesteps=2528512 - 2538752, avg episodic return=3.90
timesteps=2523392 - 2538752, avg episodic return=3.43
timesteps=2533632 - 2538752, avg episodic return=3.77
timesteps=2544896 - 2544896, avg episodic return=4.10
timesteps=2539776 - 2555136, avg episodic return=3.70
timesteps=2550016 - 2550016, avg episodic return=5.10
timesteps=2556160 - 2556160, avg episodic return=5.10
timesteps=2556160 - 2571520, avg episodic return=4.60
timesteps=2556160 - 2561280, avg episodic return=3.60
timesteps=2572544 - 2582784, avg episodic return=5.10
timesteps=2572544 - 2587904, avg episodic return=3.93
timesteps=2572544 - 2587904, avg episodic return=3.10
timesteps=2588928 - 2604288, avg episodic return=4.30
timesteps=2594048 - 2599168, avg episodic return=4.43
timesteps=2588928 - 2604288, avg episodic return=4.30
timesteps=2605312 - 2620672, avg episodic return=5.77
timesteps=2605312 - 2620672, avg episodic return=3.81
timesteps=2605312 - 2620672, avg episodic return=3.90
timesteps=2621696 - 2626816, avg episodic return=3.43
timesteps=2626816 - 2637056, avg episodic return=4.10
timesteps=2626816 - 2637056, avg episodic return=3.96
timesteps=2638080 - 2653440, avg episodic return=4.35
timesteps=2643200 - 2653440, avg episodic return=3.35
timesteps=2638080 - 2653440, avg episodic return=4.10
timesteps=2654464 - 2669824, avg episodic return=4.10
timesteps=2654464 - 2669824, avg episodic return=4.35
timesteps=2654464 - 2669824, avg episodic return=4.27
timesteps=2670848 - 2686208, avg episodic return=4.77
timesteps=2670848 - 2681088, avg episodic return=4.43
timesteps=2702592 - 2702592, avg episodic return=4.43
timesteps=2692352 - 2692352, avg episodic return=1.10
timesteps=2687232 - 2702592, avg episodic return=4.85
timesteps=2703616 - 2718976, avg episodic return=4.90
timesteps=2703616 - 2708736, avg episodic return=3.60
timesteps=2708736 - 2713856, avg episodic return=4.10
timesteps=2725120 - 2735360, avg episodic return=4.60
timesteps=2725120 - 2730240, avg episodic return=3.43
timesteps=2720000 - 2735360, avg episodic return=3.10
timesteps=2736384 - 2741504, avg episodic return=5.10
timesteps=2741504 - 2751744, avg episodic return=3.77
timesteps=2736384 - 2751744, avg episodic return=4.43
timesteps=2757888 - 2763008, avg episodic return=4.43
timesteps=2757888 - 2768128, avg episodic return=3.43
timesteps=2752768 - 2763008, avg episodic return=4.10
timesteps=2774272 - 2784512, avg episodic return=4.85
timesteps=2774272 - 2784512, avg episodic return=3.60
timesteps=2769152 - 2779392, avg episodic return=4.60
timesteps=2785536 - 2785536, avg episodic return=4.10
timesteps=2785536 - 2795776, avg episodic return=2.85
timesteps=2795776 - 2800896, avg episodic return=3.10
timesteps=2801920 - 2817280, avg episodic return=5.60
timesteps=2801920 - 2817280, avg episodic return=3.99
timesteps=2801920 - 2812160, avg episodic return=3.70
timesteps=2818304 - 2833664, avg episodic return=4.43
timesteps=2818304 - 2828544, avg episodic return=3.50
timesteps=2823424 - 2833664, avg episodic return=4.77
timesteps=2844928 - 2844928, avg episodic return=4.10
timesteps=2834688 - 2850048, avg episodic return=3.10
timesteps=2844928 - 2844928, avg episodic return=2.60
timesteps=2856192 - 2866432, avg episodic return=4.10
timesteps=2861312 - 2866432, avg episodic return=3.60
timesteps=2851072 - 2866432, avg episodic return=3.77
timesteps=2867456 - 2882816, avg episodic return=4.10
timesteps=2872576 - 2882816, avg episodic return=4.10
timesteps=2867456 - 2872576, avg episodic return=3.10
timesteps=2883840 - 2899200, avg episodic return=4.32
timesteps=2883840 - 2894080, avg episodic return=3.60
timesteps=2883840 - 2888960, avg episodic return=4.35
timesteps=2900224 - 2915584, avg episodic return=4.60
timesteps=2905344 - 2915584, avg episodic return=3.90
timesteps=2910464 - 2910464, avg episodic return=4.77
timesteps=2921728 - 2931968, avg episodic return=5.43
timesteps=2916608 - 2931968, avg episodic return=3.85
timesteps=2921728 - 2931968, avg episodic return=3.60
timesteps=2943232 - 2948352, avg episodic return=5.77
timesteps=2938112 - 2948352, avg episodic return=3.93
timesteps=2932992 - 2948352, avg episodic return=3.85
timesteps=2949376 - 2964736, avg episodic return=4.35
timesteps=2954496 - 2964736, avg episodic return=4.10
timesteps=2949376 - 2964736, avg episodic return=3.60
timesteps=2965760 - 2976000, avg episodic return=4.60
timesteps=2965760 - 2981120, avg episodic return=4.60
